GeneName	EntrezID	Symbol	Chr	Length
ENSG00000252250.1	Y_RNA	Y_RNA	chr2	92.0
ENSG00000169599.8	NFU1	NFU1	chr2	41878.0
ENSG00000188971.2	AAK1	AAK1	chr2	7250.0
ENSG00000115977.13	AAK1	AAK1	chr2	212949.0
ENSG00000244236.2	RN7SL604P	RN7SL604P	chr2	293.0
ENSG00000207016.1	SNORA36C	SNORA36C	chr2	131.0
ENSG00000232228.1	RP11-77O7.1	RP11-77O7.1	chr2	317.0
ENSG00000229948.2	AC092431.2	AC092431.2	chr2	1598.0
ENSG00000234198.2	AC092431.1	AC092431.1	chr2	137135.0
ENSG00000238708.1	snoU13	snoU13	chr2	102.0
ENSG00000231024.1	AC092431.3	AC092431.3	chr2	13655.0
ENSG00000196975.9	ANXA4	ANXA4	chr2	105673.0
ENSG00000087338.4	GMCL1	GMCL1	chr2	51754.0
ENSG00000270723.1	RP11-401N16.1	RP11-401N16.1	chr2	254.0
ENSG00000124380.6	SNRNP27	SNRNP27	chr2	12015.0
ENSG00000059728.6	MXD1	MXD1	chr2	45257.0
ENSG00000268328.1	AC019206.1	AC019206.1	chr2	359.0
ENSG00000238465.1	snoU13	snoU13	chr2	104.0
ENSG00000239072.1	snoU13	snoU13	chr2	102.0
ENSG00000244617.1	ASPRV1	ASPRV1	chr2	2171.0
ENSG00000179818.8	PCBP1-AS1	PCBP1-AS1	chr2	126583.0
ENSG00000263669.1	RN7SL470P	RN7SL470P	chr2	254.0
ENSG00000169564.5	PCBP1	PCBP1	chr2	1747.0
ENSG00000233060.1	AC016700.2	AC016700.2	chr2	6379.0
ENSG00000226505.1	AC016700.3	AC016700.3	chr2	9326.0
ENSG00000225392.1	AC016700.4	AC016700.4	chr2	311.0
ENSG00000231327.1	AC016700.5	AC016700.5	chr2	1281.0
ENSG00000115998.3	C2orf42	C2orf42	chr2	98735.0
ENSG00000116001.11	TIA1	TIA1	chr2	39216.0
ENSG00000221238.1	MIR1285-2	MIR1285-2	chr2	87.0
ENSG00000231414.1	AC016700.6	AC016700.6	chr2	155.0
ENSG00000116005.7	PCYOX1	PCYOX1	chr2	23805.0
ENSG00000143977.9	SNRPG	SNRPG	chr2	12409.0
ENSG00000035141.3	FAM136A	FAM136A	chr2	6115.0
ENSG00000233849.1	AC022201.5	AC022201.5	chr2	621.0
ENSG00000235289.1	BRD7P6	BRD7P6	chr2	2905.0
ENSG00000229229.1	AC022201.4	AC022201.4	chr2	19744.0
ENSG00000163235.11	TGFA	TGFA	chr2	106913.0
ENSG00000215996.2	AC017084.1	AC017084.1	chr2	94.0
ENSG00000224606.1	TGFA-IT1	TGFA-IT1	chr2	1110.0
ENSG00000075340.17	ADD2	ADD2	chr2	160607.0
ENSG00000270348.1	RP11-436H22.1	RP11-436H22.1	chr2	1541.0
ENSG00000235035.1	AC007395.3	AC007395.3	chr2	4682.0
ENSG00000183733.6	FIGLA	FIGLA	chr2	13333.0
ENSG00000228034.1	HMGN2P21	HMGN2P21	chr2	269.0
ENSG00000152672.3	CLEC4F	CLEC4F	chr2	11957.0
ENSG00000231386.1	AC007395.4	AC007395.4	chr2	676.0
ENSG00000116031.7	CD207	CD207	chr2	5605.0
ENSG00000237751.2	AC007040.5	AC007040.5	chr2	2088.0
ENSG00000116035.2	VAX2	VAX2	chr2	32856.0
ENSG00000239064.1	snoU13	snoU13	chr2	75.0
ENSG00000116039.7	ATP6V1B1	ATP6V1B1	chr2	29524.0
ENSG00000239322.1	AC007040.7	AC007040.7	chr2	6793.0
ENSG00000258881.1	AC007040.11	AC007040.11	chr2	47209.0
ENSG00000226186.1	TCEB1P21	TCEB1P21	chr2	335.0
ENSG00000241159.2	RN7SL160P	RN7SL160P	chr2	294.0
ENSG00000144031.7	ANKRD53	ANKRD53	chr2	7116.0
ENSG00000144043.7	TEX261	TEX261	chr2	9007.0
ENSG00000228384.3	AC007040.6	AC007040.6	chr2	8311.0
ENSG00000236469.1	AC007040.8	AC007040.8	chr2	62212.0
ENSG00000266029.1	AC007040.2	AC007040.2	chr2	76.0
ENSG00000266186.1	AC007040.3	AC007040.3	chr2	68.0
ENSG00000265812.1	AC007040.1	AC007040.1	chr2	85.0
ENSG00000205847.4	OR7E91P	OR7E91P	chr2	578.0
ENSG00000234485.4	AC007881.5	AC007881.5	chr2	597.0
ENSG00000264382.1	AC007881.2	AC007881.2	chr2	53.0
ENSG00000234896.1	OR7E62P	OR7E62P	chr2	476.0
ENSG00000124357.7	NAGK	NAGK	chr2	15461.0
ENSG00000124370.6	MCEE	MCEE	chr2	20555.0
ENSG00000264051.1	AC007881.1	AC007881.1	chr2	69.0
ENSG00000124383.3	MPHOSPH10	MPHOSPH10	chr2	19787.0
ENSG00000233870.1	AC007881.4	AC007881.4	chr2	186.0
ENSG00000124374.8	PAIP2B	PAIP2B	chr2	44344.0
ENSG00000075292.13	ZNF638	ZNF638	chr2	158508.0
ENSG00000200779.1	U6	U6	chr2	103.0
ENSG00000135636.9	DYSF	DYSF	chr2	233046.0
ENSG00000233971.1	AC067950.1	AC067950.1	chr2	252.0
ENSG00000003137.4	CYP26B1	CYP26B1	chr2	18800.0
ENSG00000144036.10	EXOC6B	EXOC6B	chr2	650057.0
ENSG00000228568.1	AC006461.2	AC006461.2	chr2	325.0
ENSG00000222536.1	U2	U2	chr2	197.0
ENSG00000212378.1	SNORD78	SNORD78	chr2	68.0
ENSG00000116096.5	SPR	SPR	chr2	4798.0
ENSG00000135638.9	EMX1	EMX1	chr2	18631.0
ENSG00000144040.8	SFXN5	SFXN5	chr2	133582.0
ENSG00000135631.11	RAB11FIP5	RAB11FIP5	chr2	83339.0
ENSG00000214513.3	NOTO	NOTO	chr2	10255.0
ENSG00000135632.7	SMYD5	SMYD5	chr2	13015.0
ENSG00000135617.3	PRADC1	PRADC1	chr2	5232.0
ENSG00000135624.11	CCT7	CCT7	chr2	19601.0
ENSG00000163013.7	FBXO41	FBXO41	chr2	29749.0
ENSG00000135625.6	EGR4	EGR4	chr2	2775.0
ENSG00000252988.1	U6	U6	chr2	104.0
ENSG00000214484.3	AC074008.1	AC074008.1	chr2	873.0
ENSG00000116127.13	ALMS1	ALMS1	chr2	225034.0
ENSG00000230002.2	ALMS1-IT1	ALMS1-IT1	chr2	2720.0
ENSG00000221087.1	AC096546.1	AC096546.1	chr2	81.0
ENSG00000144035.3	NAT8	NAT8	chr2	1561.0
ENSG00000163016.5	ALMS1P	ALMS1P	chr2	40657.0
ENSG00000204872.2	AC092653.5	AC092653.5	chr2	678.0
ENSG00000144034.10	TPRKB	TPRKB	chr2	8296.0
ENSG00000144048.6	DUSP11	DUSP11	chr2	17973.0
ENSG00000187833.7	C2orf78	C2orf78	chr2	32958.0
ENSG00000124356.11	STAMBP	STAMBP	chr2	44700.0
ENSG00000271536.1	RP11-51I5.1	RP11-51I5.1	chr2	1296.0
ENSG00000163017.9	ACTG2	ACTG2	chr2	27551.0
ENSG00000114956.15	DGUOK	DGUOK	chr2	32135.0
ENSG00000237883.1	DGUOK-AS1	DGUOK-AS1	chr2	33799.0
ENSG00000201876.1	RNA5SP97	RNA5SP97	chr2	83.0
ENSG00000235499.1	AC073046.25	AC073046.25	chr2	1211.0
ENSG00000255989.1	RP11-711M9.1	RP11-711M9.1	chr2	7214.0
ENSG00000187605.11	TET3	TET3	chr2	105463.0
ENSG00000257800.1	FNBP1P1	FNBP1P1	chr2	2538.0
ENSG00000217702.1	MGC10955	MGC10955	chr2	922.0
ENSG00000163170.7	BOLA3	BOLA3	chr2	12596.0
ENSG00000225439.2	BOLA3-AS1	BOLA3-AS1	chr2	2052.0
ENSG00000114978.12	MOB1A	MOB1A	chr2	23860.0
ENSG00000267958.1	CATX-2	CATX-2	chr2	110.0
ENSG00000065911.7	MTHFD2	MTHFD2	chr2	19003.0
ENSG00000264324.1	RP11-287D1.3	RP11-287D1.3	chr2	151773.0
ENSG00000188687.11	SLC4A5	SLC4A5	chr2	127172.0
ENSG00000229798.1	AC006030.1	AC006030.1	chr2	1280.0
ENSG00000252214.1	U6	U6	chr2	102.0
ENSG00000234632.1	NECAP1P2	NECAP1P2	chr2	940.0
ENSG00000225658.1	TAF13P2	TAF13P2	chr2	285.0
ENSG00000204843.8	DCTN1	DCTN1	chr2	30933.0
ENSG00000237737.1	DCTN1-AS1	DCTN1-AS1	chr2	8396.0
ENSG00000234521.1	AC005041.11	AC005041.11	chr2	461.0
ENSG00000159239.7	C2orf81	C2orf81	chr2	7414.0
ENSG00000233155.1	HMGA1P8	HMGA1P8	chr2	320.0
ENSG00000005448.12	WDR54	WDR54	chr2	4077.0
ENSG00000114993.11	RTKN	RTKN	chr2	16586.0
ENSG00000115274.10	INO80B	INO80B	chr2	5861.0
ENSG00000239779.2	WBP1	WBP1	chr2	2562.0
ENSG00000115275.7	MOGS	MOGS	chr2	4353.0
ENSG00000204822.6	MRPL53	MRPL53	chr2	1364.0
ENSG00000135637.9	CCDC142	CCDC142	chr2	11422.0
ENSG00000115282.15	TTC31	TTC31	chr2	11813.0
ENSG00000179528.11	LBX2	LBX2	chr2	5799.0
ENSG00000258821.1	AC005041.17	AC005041.17	chr2	679.0
ENSG00000257702.3	LBX2-AS1	LBX2-AS1	chr2	2083.0
ENSG00000115289.8	PCGF1	PCGF1	chr2	3537.0
ENSG00000115297.9	TLX2	TLX2	chr2	3684.0
ENSG00000144045.9	DQX1	DQX1	chr2	8205.0
ENSG00000115307.12	AUP1	AUP1	chr2	3294.0
ENSG00000115317.7	HTRA2	HTRA2	chr2	3968.0
ENSG00000115318.7	LOXL3	LOXL3	chr2	23276.0
ENSG00000115325.9	DOK1	DOK1	chr2	8528.0
ENSG00000159374.13	M1AP	M1AP	chr2	90455.0
ENSG00000233872.1	AC005033.6	AC005033.6	chr2	2123.0
ENSG00000108442.2	TVP23BP2	TVP23BP2	chr2	614.0
ENSG00000135622.8	SEMA4F	SEMA4F	chr2	27831.0
ENSG00000224646.2	AC007387.2	AC007387.2	chr2	149.0
ENSG00000159399.5	HK2	HK2	chr2	59378.0
ENSG00000204792.2	AC104135.3	AC104135.3	chr2	20270.0
ENSG00000236209.1	AC104135.2	AC104135.2	chr2	5291.0
ENSG00000230836.1	AC104135.4	AC104135.4	chr2	2412.0
ENSG00000115350.7	POLE4	POLE4	chr2	11636.0
ENSG00000115353.5	TACR1	TACR1	chr2	150595.0
ENSG00000263909.1	MIR5000	MIR5000	chr2	102.0
ENSG00000270571.1	RP11-355F16.1	RP11-355F16.1	chr2	35559.0
ENSG00000238521.1	snoU13	snoU13	chr2	103.0
ENSG00000236167.1	GAPDHP57	GAPDHP57	chr2	584.0
ENSG00000115363.9	EVA1A	EVA1A	chr2	100420.0
ENSG00000237293.1	AC007099.2	AC007099.2	chr2	8126.0
ENSG00000238410.1	snoU109	snoU109	chr2	134.0
ENSG00000231172.1	AC007099.1	AC007099.1	chr2	1967.0
ENSG00000230477.1	AC005034.2	AC005034.2	chr2	488.0
ENSG00000221638.1	U3	U3	chr2	214.0
ENSG00000239018.1	snoU13	snoU13	chr2	103.0
ENSG00000115364.9	MRPL19	MRPL19	chr2	44068.0
ENSG00000226247.1	AC005034.3	AC005034.3	chr2	339.0
ENSG00000005436.9	GCFC2	GCFC2	chr2	58989.0
ENSG00000270696.1	RP11-342K6.1	RP11-342K6.1	chr2	1746.0
ENSG00000271452.1	RP11-342K6.2	RP11-342K6.2	chr2	465.0
ENSG00000270462.1	RP11-342K6.3	RP11-342K6.3	chr2	413.0
ENSG00000270996.1	RP11-342K6.4	RP11-342K6.4	chr2	898.0
ENSG00000233107.1	SUCLA2P2	SUCLA2P2	chr2	1308.0
ENSG00000228209.1	AC073091.2	AC073091.2	chr2	863.0
ENSG00000271356.1	RP11-335E8.1	RP11-335E8.1	chr2	906.0
ENSG00000200488.1	RN7SKP203	RN7SKP203	chr2	331.0
ENSG00000251947.1	RN7SKP164	RN7SKP164	chr2	265.0
ENSG00000176204.9	LRRTM4	LRRTM4	chr2	845600.0
ENSG00000200028.1	RNA5SP98	RNA5SP98	chr2	136.0
ENSG00000234653.1	AC079117.1	AC079117.1	chr2	23826.0
ENSG00000211984.2	AC079117.2	AC079117.2	chr2	85.0
ENSG00000263447.1	AC079117.3	AC079117.3	chr2	85.0
ENSG00000227088.1	AC084149.2	AC084149.2	chr2	2255.0
ENSG00000230968.1	AC084149.1	AC084149.1	chr2	1577.0
ENSG00000237077.1	AC105399.2	AC105399.2	chr2	4705.0
ENSG00000233605.1	AC073628.1	AC073628.1	chr2	2075.0
ENSG00000229494.1	AC012494.1	AC012494.1	chr2	39076.0
ENSG00000214429.3	AC064872.1	AC064872.1	chr2	301.0
ENSG00000270470.1	RP11-601H16.1	RP11-601H16.1	chr2	1071.0
ENSG00000234877.2	AC092660.1	AC092660.1	chr2	1495.0
ENSG00000202423.1	U6	U6	chr2	105.0
ENSG00000200048.1	U6	U6	chr2	106.0
ENSG00000143954.8	REG3G	REG3G	chr2	2819.0
ENSG00000172023.3	REG1B	REG1B	chr2	2989.0
ENSG00000115386.5	REG1A	REG1A	chr2	3057.0
ENSG00000204787.4	REG1P	REG1P	chr2	2924.0
ENSG00000172016.11	REG3A	REG3A	chr2	2747.0
ENSG00000224879.1	AC011754.1	AC011754.1	chr2	27149.0
ENSG00000066032.13	CTNNA2	CTNNA2	chr2	1463548.0
ENSG00000229385.1	AC010975.1	AC010975.1	chr2	7128.0
ENSG00000230237.1	AC010975.2	AC010975.2	chr2	1829.0
ENSG00000252031.1	U6	U6	chr2	101.0
ENSG00000266436.1	MIR4264	MIR4264	chr2	65.0
ENSG00000250810.1	AC096753.1	AC096753.1	chr2	79255.0
ENSG00000263566.1	AC096753.2	AC096753.2	chr2	111.0
ENSG00000224731.1	AC016716.2	AC016716.2	chr2	2539.0
ENSG00000223427.1	AC016716.1	AC016716.1	chr2	707.0
ENSG00000221179.1	AC016670.1	AC016670.1	chr2	95.0
ENSG00000162951.6	LRRTM1	LRRTM1	chr2	16391.0
ENSG00000237031.2	AC008067.2	AC008067.2	chr2	41425.0
ENSG00000230975.1	AC084193.1	AC084193.1	chr2	170802.0
ENSG00000234429.1	AC105342.1	AC105342.1	chr2	6847.0
ENSG00000231722.1	AC012075.1	AC012075.1	chr2	579.0
ENSG00000235519.1	AC012075.2	AC012075.2	chr2	4251.0
ENSG00000200890.1	RNA5SP99	RNA5SP99	chr2	113.0
ENSG00000233444.1	AC013262.1	AC013262.1	chr2	251.0
ENSG00000242118.2	RN7SL201P	RN7SL201P	chr2	293.0
ENSG00000231781.1	AC079896.1	AC079896.1	chr2	22428.0
ENSG00000229560.1	AC105761.1	AC105761.1	chr2	1500.0
ENSG00000252897.1	U6	U6	chr2	94.0
ENSG00000201311.1	Y_RNA	Y_RNA	chr2	101.0
ENSG00000237498.2	AC010105.1	AC010105.1	chr2	59583.0
ENSG00000226860.1	AC109638.1	AC109638.1	chr2	325.0
ENSG00000226700.1	MTND4P25	MTND4P25	chr2	532.0
ENSG00000225045.1	MTND5P27	MTND5P27	chr2	1719.0
ENSG00000224695.1	MTND6P7	MTND6P7	chr2	523.0
ENSG00000227789.1	AC098817.3	AC098817.3	chr2	1133.0
ENSG00000168129.7	AC098817.5	AC098817.5	chr2	958.0
ENSG00000223977.1	AC138623.1	AC138623.1	chr2	215.0
ENSG00000232548.1	AC010744.1	AC010744.1	chr2	688.0
ENSG00000224627.1	AC023881.1	AC023881.1	chr2	287.0
ENSG00000199295.1	U6	U6	chr2	107.0
ENSG00000252298.1	SNORD112	SNORD112	chr2	76.0
ENSG00000236198.1	AC104395.2	AC104395.2	chr2	1625.0
ENSG00000223700.1	AC104395.1	AC104395.1	chr2	826.0
ENSG00000228225.1	AC016908.1	AC016908.1	chr2	1218.0
ENSG00000228902.1	ST6GALNAC2P1	ST6GALNAC2P1	chr2	835.0
ENSG00000182814.6	FUNDC2P2	FUNDC2P2	chr2	1520.0
ENSG00000228272.1	AC106874.1	AC106874.1	chr2	35666.0
ENSG00000233373.1	AC106874.3	AC106874.3	chr2	305.0
ENSG00000163541.7	SUCLG1	SUCLG1	chr2	36522.0
ENSG00000115423.14	DNAH6	DNAH6	chr2	303134.0
ENSG00000259056.1	DUXAP1	DUXAP1	chr2	462.0
ENSG00000235847.2	LDHAP7	LDHAP7	chr2	964.0
ENSG00000186854.6	TRABD2A	TRABD2A	chr2	85358.0
ENSG00000213400.3	RPL12P18	RPL12P18	chr2	324.0
ENSG00000269417.1	AC022210.1	AC022210.1	chr2	136.0
ENSG00000034510.4	TMSB10	TMSB10	chr2	1046.0
ENSG00000213399.2	AC022210.2	AC022210.2	chr2	879.0
ENSG00000176407.12	KCMF1	KCMF1	chr2	84344.0
ENSG00000260840.1	RP11-60H5.1	RP11-60H5.1	chr2	3239.0
ENSG00000235463.1	AC078974.2	AC078974.2	chr2	222.0
ENSG00000225787.1	LSM3P3	LSM3P3	chr2	305.0
ENSG00000152284.4	TCF7L1	TCF7L1	chr2	176978.0
ENSG00000231134.1	TCF7L1-IT1	TCF7L1-IT1	chr2	844.0
ENSG00000200701.1	U6	U6	chr2	106.0
ENSG00000230299.1	AC093162.3	AC093162.3	chr2	123.0
ENSG00000221579.1	AC093162.1	AC093162.1	chr2	84.0
ENSG00000246575.2	AC093162.5	AC093162.5	chr2	1488.0
ENSG00000152291.9	TGOLN2	TGOLN2	chr2	10401.0
ENSG00000239143.1	Y_RNA	Y_RNA	chr2	101.0
ENSG00000270532.1	PEBP1P2	PEBP1P2	chr2	557.0
ENSG00000042445.9	RETSAT	RETSAT	chr2	12532.0
ENSG00000115459.13	ELMOD3	ELMOD3	chr2	37358.0
ENSG00000271014.1	RP11-717A5.1	RP11-717A5.1	chr2	127.0
ENSG00000202382.1	Y_RNA	Y_RNA	chr2	101.0
ENSG00000242095.2	RN7SL113P	RN7SL113P	chr2	296.0
ENSG00000252478.1	RNU7-162P	RNU7-162P	chr2	60.0
ENSG00000042493.11	CAPG	CAPG	chr2	23684.0
ENSG00000152292.12	SH2D6	SH2D6	chr2	18308.0
ENSG00000207207.1	Y_RNA	Y_RNA	chr2	112.0
ENSG00000252293.1	RNU7-64P	RNU7-64P	chr2	61.0
ENSG00000244399.2	RN7SL251P	RN7SL251P	chr2	294.0
ENSG00000199936.1	Y_RNA	Y_RNA	chr2	108.0
ENSG00000229648.1	AC016753.7	AC016753.7	chr2	850.0
ENSG00000266577.1	RN7SL830P	RN7SL830P	chr2	282.0
ENSG00000168906.8	MAT2A	MAT2A	chr2	6115.0
ENSG00000115486.6	GGCX	GGCX	chr2	13927.0
ENSG00000118640.6	VAMP8	VAMP8	chr2	20469.0
ENSG00000266536.1	RN7SL126P	RN7SL126P	chr2	296.0
ENSG00000168899.4	VAMP5	VAMP5	chr2	9004.0
ENSG00000168894.5	RNF181	RNF181	chr2	1888.0
ENSG00000168890.9	TMEM150A	TMEM150A	chr2	4648.0
ENSG00000168883.15	USP39	USP39	chr2	46424.0
ENSG00000168887.6	C2orf68	C2orf68	chr2	5412.0
ENSG00000168878.11	SFTPB	SFTPB	chr2	11427.0
ENSG00000115523.12	GNLY	GNLY	chr2	13679.0
ENSG00000203363.2	AC012454.4	AC012454.4	chr2	994.0
ENSG00000199687.1	U1	U1	chr2	143.0
ENSG00000168874.8	ATOH8	ATOH8	chr2	36722.0
ENSG00000229498.1	AC105053.3	AC105053.3	chr2	10261.0
ENSG00000252321.1	RN7SKP83	RN7SKP83	chr2	177.0
ENSG00000115525.12	ST3GAL5	ST3GAL5	chr2	49870.0
ENSG00000232504.4	AC105053.4	AC105053.4	chr2	1700.0
ENSG00000068654.11	POLR1A	POLR1A	chr2	85939.0
ENSG00000132300.14	PTCD3	PTCD3	chr2	35975.0
ENSG00000208772.1	SNORD94	SNORD94	chr2	136.0
ENSG00000132305.16	IMMT	IMMT	chr2	51838.0
ENSG00000200241.1	Y_RNA	Y_RNA	chr2	110.0
ENSG00000265420.1	MIR4779	MIR4779	chr2	82.0
ENSG00000132313.10	MRPL35	MRPL35	chr2	14439.0
ENSG00000068615.11	REEP1	REEP1	chr2	124090.0
ENSG00000202537.1	U8	U8	chr2	133.0
ENSG00000251974.1	SNORA19	SNORA19	chr2	129.0
ENSG00000115548.12	KDM3A	KDM3A	chr2	52069.0
ENSG00000115561.10	CHMP3	CHMP3	chr2	217691.0
ENSG00000249884.4	RNF103-CHMP3	RNF103-CHMP3	chr2	215454.0
ENSG00000200563.1	U6	U6	chr2	104.0
ENSG00000228363.2	AC015971.2	AC015971.2	chr2	56696.0
ENSG00000252453.2	AC015971.1	AC015971.1	chr2	90.0
ENSG00000239305.2	RNF103	RNF103	chr2	20473.0
ENSG00000153561.8	RMND5A	RMND5A	chr2	57868.0
ENSG00000153563.11	CD8A	CD8A	chr2	23790.0
ENSG00000172116.17	CD8B	CD8B	chr2	46585.0
ENSG00000229615.1	AC111200.1	AC111200.1	chr2	3804.0
ENSG00000233673.2	ANAPC1P1	ANAPC1P1	chr2	51392.0
ENSG00000213605.2	AC111200.2	AC111200.2	chr2	656.0
ENSG00000187627.10	RGPD1	RGPD1	chr2	106028.0
ENSG00000231351.2	AC111200.7	AC111200.7	chr2	504.0
ENSG00000226114.1	AC111200.8	AC111200.8	chr2	360.0
ENSG00000183281.10	PLGLB1	PLGLB1	chr2	19293.0
ENSG00000231259.3	AC125232.1	AC125232.1	chr2	45736.0
ENSG00000266931.1	RP11-1252D15.1	RP11-1252D15.1	chr2	142.0
ENSG00000230395.1	AC092651.1	AC092651.1	chr2	2446.0
ENSG00000204745.3	AC083899.3	AC083899.3	chr2	71257.0
ENSG00000264793.1	MIR4771-2	MIR4771-2	chr2	73.0
ENSG00000233671.1	AC083899.1	AC083899.1	chr2	1375.0
ENSG00000271097.1	RP11-223J6.1	RP11-223J6.1	chr2	593.0
ENSG00000233999.3	IGKV3OR2-268	IGKV3OR2-268	chr2	524.0
ENSG00000225049.1	AC068279.2	AC068279.2	chr2	190.0
ENSG00000213375.1	AC068279.1	AC068279.1	chr2	276.0
ENSG00000224881.1	AC068279.3	AC068279.3	chr2	887.0
ENSG00000222041.6	LINC00152	LINC00152	chr2	151437.0
ENSG00000214354.3	AC133644.3	AC133644.3	chr2	936.0
ENSG00000265507.1	MIR4435-2	MIR4435-2	chr2	79.0
ENSG00000225933.1	AC133965.1	AC133965.1	chr2	353.0
ENSG00000234231.2	AC093616.4	AC093616.4	chr2	38263.0
ENSG00000125551.14	PLGLB2	PLGLB2	chr2	10706.0
ENSG00000185304.12	RGPD2	RGPD2	chr2	229835.0
ENSG00000229604.2	MTATP8P2	MTATP8P2	chr2	201.0
ENSG00000225428.1	AC108479.1	AC108479.1	chr2	362.0
ENSG00000233205.1	AC108479.2	AC108479.2	chr2	426.0
ENSG00000238979.1	snoU13	snoU13	chr2	100.0
ENSG00000222724.1	U2	U2	chr2	193.0
ENSG00000172086.7	KRCC1	KRCC1	chr2	28524.0
ENSG00000115593.10	SMYD1	SMYD1	chr2	45607.0
ENSG00000265003.1	MIR4780	MIR4780	chr2	80.0
ENSG00000163586.5	FABP1	FABP1	chr2	5125.0
ENSG00000144115.12	THNSL2	THNSL2	chr2	16311.0
ENSG00000202012.1	RNY4P15	RNY4P15	chr2	95.0
ENSG00000221619.2	AC012671.3	AC012671.3	chr2	87.0
ENSG00000239049.1	snoU13	snoU13	chr2	103.0
ENSG00000232508.1	MRPL45P1	MRPL45P1	chr2	913.0
ENSG00000253029.1	U6	U6	chr2	69.0
ENSG00000266309.1	AC012671.4	AC012671.4	chr2	100.0
ENSG00000212133.1	U6	U6	chr2	103.0
ENSG00000252395.1	U6	U6	chr2	106.0
ENSG00000224291.1	AC012671.2	AC012671.2	chr2	537.0
ENSG00000214336.3	FOXI3	FOXI3	chr2	4405.0
ENSG00000220999.2	AC012671.1	AC012671.1	chr2	85.0
ENSG00000172073.3	TEX37	TEX37	chr2	4933.0
ENSG00000225420.1	AC104134.2	AC104134.2	chr2	36890.0
ENSG00000172071.7	EIF2AK3	EIF2AK3	chr2	70835.0
ENSG00000234028.2	AC062029.1	AC062029.1	chr2	4280.0
ENSG00000153574.8	RPIA	RPIA	chr2	59290.0
ENSG00000230006.3	ANKRD36BP2	ANKRD36BP2	chr2	40802.0
ENSG00000221686.1	AC096579.1	AC096579.1	chr2	95.0
ENSG00000240040.1	AC096579.13	AC096579.13	chr2	51091.0
ENSG00000265510.1	MIR4436A	MIR4436A	chr2	84.0
ENSG00000231486.3	AC096579.7	AC096579.7	chr2	34953.0
ENSG00000211592.2	IGKC	IGKC	chr2	522.0
ENSG00000211593.2	IGKJ5	IGKJ5	chr2	37.0
ENSG00000211594.2	IGKJ4	IGKJ4	chr2	36.0
ENSG00000211595.2	IGKJ3	IGKJ3	chr2	37.0
ENSG00000211596.2	IGKJ2	IGKJ2	chr2	37.0
ENSG00000211597.2	IGKJ1	IGKJ1	chr2	37.0
ENSG00000211598.2	IGKV4-1	IGKV4-1	chr2	756.0
ENSG00000211599.2	IGKV5-2	IGKV5-2	chr2	552.0
ENSG00000197794.2	IGKV7-3	IGKV7-3	chr2	297.0
ENSG00000225136.1	PGBD4P5	PGBD4P5	chr2	425.0
ENSG00000253435.1	IGKV2-4	IGKV2-4	chr2	714.0
ENSG00000243466.1	IGKV1-5	IGKV1-5	chr2	656.0
ENSG00000239855.1	IGKV1-6	IGKV1-6	chr2	505.0
ENSG00000243063.1	IGKV3-7	IGKV3-7	chr2	613.0
ENSG00000240671.1	IGKV1-8	IGKV1-8	chr2	522.0
ENSG00000241755.1	IGKV1-9	IGKV1-9	chr2	533.0
ENSG00000253278.1	IGKV2-10	IGKV2-10	chr2	694.0
ENSG00000241351.1	IGKV3-11	IGKV3-11	chr2	560.0
ENSG00000243290.1	IGKV1-12	IGKV1-12	chr2	521.0
ENSG00000253497.1	IGKV1-13	IGKV1-13	chr2	471.0
ENSG00000253265.1	IGKV2-14	IGKV2-14	chr2	774.0
ENSG00000244437.1	IGKV3-15	IGKV3-15	chr2	610.0
ENSG00000240864.1	IGKV1-16	IGKV1-16	chr2	502.0
ENSG00000240382.1	IGKV1-17	IGKV1-17	chr2	502.0
ENSG00000254157.1	IGKV2-18	IGKV2-18	chr2	759.0
ENSG00000253732.1	IGKV2-19	IGKV2-19	chr2	282.0
ENSG00000239951.1	IGKV3-20	IGKV3-20	chr2	586.0
ENSG00000211611.2	IGKV6-21	IGKV6-21	chr2	615.0
ENSG00000253578.1	IGKV1-22	IGKV1-22	chr2	437.0
ENSG00000253625.1	IGKV2-23	IGKV2-23	chr2	531.0
ENSG00000241294.1	IGKV2-24	IGKV2-24	chr2	832.0
ENSG00000253202.1	IGKV3-25	IGKV3-25	chr2	252.0
ENSG00000254098.1	IGKV2-26	IGKV2-26	chr2	733.0
ENSG00000244575.1	IGKV1-27	IGKV1-27	chr2	505.0
ENSG00000244116.1	IGKV2-28	IGKV2-28	chr2	763.0
ENSG00000253998.2	IGKV2-29	IGKV2-29	chr2	738.0
ENSG00000243238.1	IGKV2-30	IGKV2-30	chr2	815.0
ENSG00000253158.1	IGKV3-31	IGKV3-31	chr2	525.0
ENSG00000253870.1	IGKV1-32	IGKV1-32	chr2	444.0
ENSG00000242076.1	IGKV1-33	IGKV1-33	chr2	505.0
ENSG00000253860.1	IGKV3-34	IGKV3-34	chr2	489.0
ENSG00000253461.1	IGKV1-35	IGKV1-35	chr2	284.0
ENSG00000253487.1	IGKV2-36	IGKV2-36	chr2	222.0
ENSG00000239862.1	IGKV1-37	IGKV1-37	chr2	521.0
ENSG00000253592.1	IGKV2-38	IGKV2-38	chr2	246.0
ENSG00000242371.1	IGKV1-39	IGKV1-39	chr2	521.0
ENSG00000211619.2	IGKV2-40	IGKV2-40	chr2	313.0
